,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,crew
1113,PT Sir,Karthik Venugopalan,HipHop Tamizha Adhi,Kashmira Pardesi,Anikha Surendran,"Comedy, Drama","Karthik Venugopalan HipHop Tamizha Adhi Kashmira Pardesi Anikha Surendran Comedy, Drama"
1114,Bloody Beggar,Sivabalan Muthukumar,Kavin Raj,Redin Kingsley,Maruthi Prakashraj,"Comedy, Drama","Sivabalan Muthukumar Kavin Raj Redin Kingsley Maruthi Prakashraj Comedy, Drama"
1115,Rathnam,Hari,Vishal Krishna,Priya Bhavani Shankar,Samuthirakani,"Action, Romance","Hari Vishal Krishna Priya Bhavani Shankar Samuthirakani Action, Romance"
1116,Star,Elan,Kavin Raj,Lal,Aaditi Pohankar,"Drama, Romance","Elan Kavin Raj Lal Aaditi Pohankar Drama, Romance"
1117,Brother,M. Rajesh,Jayam Ravi,Priyanka Arul Mohan,Natarajan Subramaniam,"Drama, Family, Comedy","M. Rajesh Jayam Ravi Priyanka Arul Mohan Natarajan Subramaniam Drama, Family, Comedy"
1118,Meiyazhagan,C. Prem Kumar,Karthi,Arvind Swamy,Rajkiran,"Family, Drama","C. Prem Kumar Karthi Arvind Swamy Rajkiran Family, Drama"
1119,Athomugam,Sunil Dev,S. P. Siddharth,Chaitanya Pratap,Ananth Nag,"Thriller, Drama","Sunil Dev S. P. Siddharth Chaitanya Pratap Ananth Nag Thriller, Drama"
1120,Chennaiyil Vaanam Megamootathudan Kaanapadum,Ramesh Govindarajan,Ramesh Govindarajan,Mime Gopi,Harini Ramesh,"Thriller, Drama, Mystery","Ramesh Govindarajan Ramesh Govindarajan Mime Gopi Harini Ramesh Thriller, Drama, Mystery"
1121,Saamaniyan,R. Rahesh,Ramarajan,Leo Shivakumar,Radha Ravi,"Action, Drama","R. Rahesh Ramarajan Leo Shivakumar Radha Ravi Action, Drama"
1122,Boat,Chimbu Deven,Yogi Babu,Gouri G Kishan,M. S. Bhaskar,"Comedy, Adventure","Chimbu Deven Yogi Babu Gouri G Kishan M. S. Bhaskar Comedy, Adventure"
1123,Ayalaan,R. Ravi Kumar,Sivakarthikeyan,Siddharth,Venkatesh Senguttuvan,"Science Fiction, Action, Adventure","R. Ravi Kumar Sivakarthikeyan Siddharth Venkatesh Senguttuvan Science Fiction, Action, Adventure"
1124,Pechi,Ramachandran B,Gayathrie Shankar,Balasaravanan,Preethi Nedumaran,Horror,Ramachandran B Gayathrie Shankar Balasaravanan Preethi Nedumaran Horror
1125,Lal Salaam,Aishwarya Rajinikanth,Vishnu Vishal,Vikranth,Rajinikanth,"Drama, Action","Aishwarya Rajinikanth Vishnu Vishal Vikranth Rajinikanth Drama, Action"
1126,Lover,Prabhuram Vyas,K. Manikandan,Sri Gouri Priya Reddy,Kanna Ravi,"Romance, Drama","Prabhuram Vyas K. Manikandan Sri Gouri Priya Reddy Kanna Ravi Romance, Drama"
1127,Raghu Thatha,Suman Kumar,Keerthy Suresh,M. S. Bhaskar,Devadarshini,"Comedy, Drama","Suman Kumar Keerthy Suresh M. S. Bhaskar Devadarshini Comedy, Drama"
1128,The Boys,Santhosh P. Jayakumar,Santhosh P. Jayakumar,Shah Ra,Arshad,"Comedy, Horror","Santhosh P. Jayakumar Santhosh P. Jayakumar Shah Ra Arshad Comedy, Horror"
1129,Nilavuku En Mel Ennadi Kobam,Dhanush,Pavish,Anikha Surendran,Priya Prakash Varrier,"Romance, Drama","Dhanush Pavish Anikha Surendran Priya Prakash Varrier Romance, Drama"
1130,Viduthalai: Part II,Vetrimaaran,Soori,Vijay Sethupathi,Bhavani Sre,"Drama, Crime, Action, History","Vetrimaaran Soori Vijay Sethupathi Bhavani Sre Drama, Crime, Action, History"
1131,Pogumidam Vegu Thooramillai,Micheal K.Raja,Vimal,Karunas,Mery Rickets,"Thriller, Family, Drama","Micheal K.Raja Vimal Karunas Mery Rickets Thriller, Family, Drama"
1132,Quotation Gang Part 1,Vivek Kumar Kannan,Jackie Shroff,Priyamani,Sunny Leone,"Crime, Mystery, Action, Thriller","Vivek Kumar Kannan Jackie Shroff Priyamani Sunny Leone Crime, Mystery, Action, Thriller"
1133,Vithaikkaaran,Venki,Sathish,Simran Gupta,Anandaraj,"Thriller, Drama, Comedy","Venki Sathish Simran Gupta Anandaraj Thriller, Drama, Comedy"
1134,Andhagan,Thyagarajan,Prashanth,Simran,Priya Anand,"Crime, Thriller","Thyagarajan Prashanth Simran Priya Anand Crime, Thriller"
1135,Double Tuckerr,Meera Mahadhi,Dheeraj,Smruthi Venkat,Kovai Sarala,"Fantasy, Comedy","Meera Mahadhi Dheeraj Smruthi Venkat Kovai Sarala Fantasy, Comedy"
1136,Aranmanai 4,Sundar C,Sundar C,Tamannaah Bhatia,Raashii Khanna,"Horror, Comedy","Sundar C Sundar C Tamannaah Bhatia Raashii Khanna Horror, Comedy"
1137,Agrinai,Thanesh Perrabu,Perrabu Viknesh,Aghonderan Sahadevan,Umaghandan,"Horror, Science Fiction, Thriller","Thanesh Perrabu Perrabu Viknesh Aghonderan Sahadevan Umaghandan Horror, Science Fiction, Thriller"
1138,Joshua Imai Pol Kaakha,Gautham Vasudev Menon,Varun Kamal,Raahei,Krishna Kulasekaran,"Action, Crime, Thriller","Gautham Vasudev Menon Varun Kamal Raahei Krishna Kulasekaran Action, Crime, Thriller"
1139,Guardian,Guru Saravanan,Hansika Motwani,Suresh Chandra Menon,Sriman,"Horror, Thriller","Guru Saravanan Hansika Motwani Suresh Chandra Menon Sriman Horror, Thriller"
1140,Pambattam,V. C. Vadivudaiyan,Jeevan,Mallika Sherawat,Yashika Anand,,V. C. Vadivudaiyan Jeevan Mallika Sherawat Yashika Anand 
1141,Kadaisi Ulaga Por,HipHop Tamizha Adhi,HipHop Tamizha Adhi,Anagha,Nassar,"Science Fiction, Action, Thriller","HipHop Tamizha Adhi HipHop Tamizha Adhi Anagha Nassar Science Fiction, Action, Thriller"
1142,Boomer Uncle,M. S. Swadees,Oviya Helen,Yogi Babu,Robo Shankar,"Horror, Comedy","M. S. Swadees Oviya Helen Yogi Babu Robo Shankar Horror, Comedy"
1143,Black,Balasubramani KG,Jiiva,Priya Bhavani Shankar,Vivek Prasanna,"Science Fiction, Mystery, Thriller, Horror","Balasubramani KG Jiiva Priya Bhavani Shankar Vivek Prasanna Science Fiction, Mystery, Thriller, Horror"
1144,Karuppu Petti,S. Doss,KC .Prabath,Devika Venu,Chithha R. Darshan,"Comedy, Family, Drama","S. Doss KC .Prabath Devika Venu Chithha R. Darshan Comedy, Family, Drama"
1145,Petta Rap,SJ Sinu,Prabhu Deva,Vedhika,Riyaz Khan,"Action, Music","SJ Sinu Prabhu Deva Vedhika Riyaz Khan Action, Music"
1146,Por,Bejoy Nambiar,Arjun Das,Kalidas Jayaram,TJ Bhanu,"Drama, Thriller","Bejoy Nambiar Arjun Das Kalidas Jayaram TJ Bhanu Drama, Thriller"
1147,Sir,Bose Venkat,Vimal,Saravanan,unknown,,Bose Venkat Vimal Saravanan unknown 
1148,Inga Naan Thaan Kingu,Anand Narayan,Santhanam,Priyalaya,Thambi Ramaiah,"Comedy, Thriller","Anand Narayan Santhanam Priyalaya Thambi Ramaiah Comedy, Thriller"
1149,Oru Kadha Sollattaa Sir,Kash Villanz,Kash Villanz,Vikadakavi Magen,Moon Nilaa,"Fantasy, Comedy","Kash Villanz Kash Villanz Vikadakavi Magen Moon Nilaa Fantasy, Comedy"
1150,Curry Mee,Kash Villanz,S. Gana,Echo Quah,Ropie Cecupak,"Comedy, Drama, Family, Music, Romance","Kash Villanz S. Gana Echo Quah Ropie Cecupak Comedy, Drama, Family, Music, Romance"
1151,Kiss,Sathish Krishnan,Kavin Raj,Preethi Asrani,Prabhu,,Sathish Krishnan Kavin Raj Preethi Asrani Prabhu 
1152,Dopamine @ 2.22,Dhirav,Dhirav,Nikhila Shankar,Vijaya Lakshmi,"Thriller, Crime, Drama","Dhirav Dhirav Nikhila Shankar Vijaya Lakshmi Thriller, Crime, Drama"
1153,Mazhai Pidikatha Manithan,S. D. Vijay Milton,Vijay Antony,Megha Akash,R. Sarathkumar,"Action, Thriller","S. D. Vijay Milton Vijay Antony Megha Akash R. Sarathkumar Action, Thriller"
1154,Vadakkupatti Ramasamy,Karthik Yogi,Santhanam,Megha Akash,Tamizh,"Comedy, Drama, Fantasy, Science Fiction","Karthik Yogi Santhanam Megha Akash Tamizh Comedy, Drama, Fantasy, Science Fiction"
1155,Kaazh,Mohanraj VJ,Yugendran,Mark Robert Walters,Kamal Krishna,Drama,Mohanraj VJ Yugendran Mark Robert Walters Kamal Krishna Drama
1156,Nandhan,Era. Saravanan,M. Sasikumar,Suruthi Periyasamy,S. Mathesh,Drama,Era. Saravanan M. Sasikumar Suruthi Periyasamy S. Mathesh Drama
1157,Mission: Chapter 1,A. L. Vijay,Arun Vijay,Amy Jackson,Nimisha Sajayan,"Thriller, Action","A. L. Vijay Arun Vijay Amy Jackson Nimisha Sajayan Thriller, Action"
1158,Hot Spot,Vignesh Karthik,Kalaiyarasan,Sofia Manikandan,Janani Iyer,Drama,Vignesh Karthik Kalaiyarasan Sofia Manikandan Janani Iyer Drama
1159,Rebel,Nikesh . Rs,G. V. Prakash Kumar,Mamitha Baiju,Karunas,"Action, Drama","Nikesh . Rs G. V. Prakash Kumar Mamitha Baiju Karunas Action, Drama"
1160,Nanban Oruvan Vantha Piragu,Ananth Ram,Ananth Ram,Bhavani Sre,Mirchi Vijay,Drama,Ananth Ram Ananth Ram Bhavani Sre Mirchi Vijay Drama
1161,Phoenix,ANL Arasu,Surya Vijay Sethupathi,Varalaxmi Sarathkumar,Sampath Raj,Action,ANL Arasu Surya Vijay Sethupathi Varalaxmi Sarathkumar Sampath Raj Action
1162,Ranam Aram Thavarel,Sherief,Vaibhav Reddy,Nandita Swetha,Tanya Hope,"Mystery, Thriller","Sherief Vaibhav Reddy Nandita Swetha Tanya Hope Mystery, Thriller"
1163,Chiclets,Muthu.M,Sathvik Varma,Jack Robinson,Nayan Karishma,Drama,Muthu.M Sathvik Varma Jack Robinson Nayan Karishma Drama
1164,Singapore Saloon,Gokul,RJ Balaji,Meenakshi Chaudhary,Sathyaraj,"Comedy, Drama, Family","Gokul RJ Balaji Meenakshi Chaudhary Sathyaraj Comedy, Drama, Family"
1165,Jama,Pari Elavazhagan,Pari Elavazhagan,Ammu Abhirami,Chetan,Drama,Pari Elavazhagan Pari Elavazhagan Ammu Abhirami Chetan Drama
1166,Garudan,R. S. Durai Senthilkumar,Soori,Unni Mukundan,M. Sasikumar,"Action, Crime, Thriller","R. S. Durai Senthilkumar Soori Unni Mukundan M. Sasikumar Action, Crime, Thriller"
1167,Siragan,Venkateshwaraj,Gajaraj,Vinoth GD,'Jeeva' Ravi,"Crime, Thriller","Venkateshwaraj Gajaraj Vinoth GD 'Jeeva' Ravi Crime, Thriller"
1168,7/G,N Haroon,Sonia Agarwal,Smruthi Venkat,Siddarth Vippin,Horror,N Haroon Sonia Agarwal Smruthi Venkat Siddarth Vippin Horror
1169,Pon Ondru Kanden,V. Priya,Ashok Selvan,Aishwarya Lekshmi,Vasanth Ravi,"Romance, Comedy","V. Priya Ashok Selvan Aishwarya Lekshmi Vasanth Ravi Romance, Comedy"
1170,Blue Star,S. Jayakumar,Ashok Selvan,Shanthanu Bhagyaraj,Keerthi Pandian,Drama,S. Jayakumar Ashok Selvan Shanthanu Bhagyaraj Keerthi Pandian Drama
1171,Romeo,Vinayak Vaithianathan,Vijay Antony,Mirnalini Ravi,Yogi Babu,"Romance, Comedy, Drama","Vinayak Vaithianathan Vijay Antony Mirnalini Ravi Yogi Babu Romance, Comedy, Drama"
1172,Devil,G. R. Adithya,Poorna,Vidharth,Thrigun,"Horror, Thriller","G. R. Adithya Poorna Vidharth Thrigun Horror, Thriller"
1173,Rasavathi,Santha Kumar,Arjun Das,Tanya Ravichandran,Sujith Sankar,"Drama, Thriller, Romance","Santha Kumar Arjun Das Tanya Ravichandran Sujith Sankar Drama, Thriller, Romance"
1174,Veerayi Makkal,Nagaraj Karuppaiah,Suresh Nandha,Vela Ramamoorthy,G. Marimuthu,"Family, Drama","Nagaraj Karuppaiah Suresh Nandha Vela Ramamoorthy G. Marimuthu Family, Drama"
1175,White Rose,K Rajashekar,Anandhi,R. K. Suresh,Rooso Sreedharan,"Crime, Thriller","K Rajashekar Anandhi R. K. Suresh Rooso Sreedharan Crime, Thriller"
1176,Fire on the Water,Shanjhey Kumar Perumal,Karnan Kanapathy,Rubini Sambanthan,Rupini Krishnan,"Drama, Comedy","Shanjhey Kumar Perumal Karnan Kanapathy Rubini Sambanthan Rupini Krishnan Drama, Comedy"
1177,Hitler,Dhana,Vijay Antony,Riya Suman,Gautham Vasudev Menon,"Action, Drama","Dhana Vijay Antony Riya Suman Gautham Vasudev Menon Action, Drama"
1178,Saala,S.D. Manipaul,Dheeran Shree Natraj,Reshma Venkatesh,Aruldoss,"Action, Drama","S.D. Manipaul Dheeran Shree Natraj Reshma Venkatesh Aruldoss Action, Drama"
1179,Eleven,Lokkesh Ajls,Naveen Chandra,Abhirami,Riythvika,"Crime, Thriller","Lokkesh Ajls Naveen Chandra Abhirami Riythvika Crime, Thriller"
1180,Ini Oru Kadhal Seivom,S. Hariharan,Ajay Balakrishna,Suveta Shrimpton,KPY Thidiyan,"Romance, Comedy","S. Hariharan Ajay Balakrishna Suveta Shrimpton KPY Thidiyan Romance, Comedy"
1181,Thozhar Cheguevara,Alex A D,Sathyaraj,Rajendran,Cool Suresh,"Action, Drama","Alex A D Sathyaraj Rajendran Cool Suresh Action, Drama"
1182,Dhil Raja,A. Venkatesh,Vijay Sathya,Sherin Shringar,Vanitha Vijayakumar,"Action, Drama","A. Venkatesh Vijay Sathya Sherin Shringar Vanitha Vijayakumar Action, Drama"
1183,Haraa,Vijay Sri G,Mohan,Anumol,Yogi Babu,"Action, Thriller","Vijay Sri G Mohan Anumol Yogi Babu Action, Thriller"
1184,Hit List,Sooryakathir Kaakkallar,Vijay Kanishka,R. Sarathkumar,Samuthirakani,"Crime, Drama, Thriller","Sooryakathir Kaakkallar Vijay Kanishka R. Sarathkumar Samuthirakani Crime, Drama, Thriller"
1185,Vasco Da Gama,R.G. Krishnan,Nakul,K. S. Ravikumar,Arthana Binu,"Comedy, Thriller","R.G. Krishnan Nakul K. S. Ravikumar Arthana Binu Comedy, Thriller"
1186,Maya Puthagam,Rama Jayaprakash,Ashok Kumar Balakrishnan,Srikanth,Abarnathi,"Horror, Thriller","Rama Jayaprakash Ashok Kumar Balakrishnan Srikanth Abarnathi Horror, Thriller"
1187,Ettum Varai Ettu,Vel Wishvaa,Nandha kumar,Prathyangira Rose,Adukalam Naren,Drama,Vel Wishvaa Nandha kumar Prathyangira Rose Adukalam Naren Drama
1188,Veedu,Sivakumar Vengadesan,Siva,unknown,unknown,Drama,Sivakumar Vengadesan Siva unknown unknown Drama
1189,Aaragan,Arun KR,Michael Thangadurai,Kavipriya Manoharan,Sriranjini,"Fantasy, Thriller","Arun KR Michael Thangadurai Kavipriya Manoharan Sriranjini Fantasy, Thriller"
1190,Oru Nodi,B. Manivarman,Thaman Kumar,M. S. Bhaskar,Vela Ramamoorthy,"Crime, Thriller, Drama","B. Manivarman Thaman Kumar M. S. Bhaskar Vela Ramamoorthy Crime, Thriller, Drama"
1191,Happy Birthday Luci,S.M.Mohammed Azarudeen,Karthik Sasidharan,Seethulakshmi,Sanjeev Srinivas,"Crime, Horror","S.M.Mohammed Azarudeen Karthik Sasidharan Seethulakshmi Sanjeev Srinivas Crime, Horror"
1192,Il Tha Ka Sai Aa,Sadha Nadar,Sadha Nadar,Monica Selena,K Sudhanthiran,Thriller,Sadha Nadar Sadha Nadar Monica Selena K Sudhanthiran Thriller
1193,Deepavali Bonus,Jeyabal .J,Vikranth,Riythvika,unknown,"Family, Drama","Jeyabal .J Vikranth Riythvika unknown Family, Drama"
1194,Idi Minnal Kadhal,Balaji Madhavan,Ciby Bhuvana Chandran,Bhavya Trikha,Jay Adithya,"Action, Drama","Balaji Madhavan Ciby Bhuvana Chandran Bhavya Trikha Jay Adithya Action, Drama"
1195,Dandupalayam,Tiger Venkaat,Sonia Agarwal,Vanitha Vijayakumar,Tiger Venkaat,"Crime, Thriller","Tiger Venkaat Sonia Agarwal Vanitha Vijayakumar Tiger Venkaat Crime, Thriller"
1196,Konjam Pesinaal Yenna,Giri Murphy,Vinoth Kishan,Keerthi Pandian,V.J. Ashiq,"Comedy, Romance","Giri Murphy Vinoth Kishan Keerthi Pandian V.J. Ashiq Comedy, Romance"
1197,Sattam En Kaiyil,Chachi,Sathish,Pavel Navageethan,Ajay Raj,Thriller,Chachi Sathish Pavel Navageethan Ajay Raj Thriller
1198,Rail,Bhaskar Sakthi,Kungumaraj Muthusamy,Parvaiz Mahroo,Vairamala,Drama,Bhaskar Sakthi Kungumaraj Muthusamy Parvaiz Mahroo Vairamala Drama
1199,Thookudurai,Dennis Manjunath,Yogi Babu,Iniya,Rajendran,"Comedy, Drama","Dennis Manjunath Yogi Babu Iniya Rajendran Comedy, Drama"
1200,Nalla Perai Vaanga Vendum Pillaigale,Prasath Ramar,Senthur Pandian,Preethy Karan,Suresh Mathiyalagan,Comedy,Prasath Ramar Senthur Pandian Preethy Karan Suresh Mathiyalagan Comedy
1201,Kanmani Paappa,Manivarman,Miya Sree,Manasvi Kottachi,Thaman Kumar,"Thriller, Horror","Manivarman Miya Sree Manasvi Kottachi Thaman Kumar Thriller, Horror"
1202,The Verdict,Krishna Sankar,Suhasini,Michael Edenbaum,D'Ann Connelly,"Crime, Drama","Krishna Sankar Suhasini Michael Edenbaum D'Ann Connelly Crime, Drama"
1203,Veppam Kulir Mazhai,Pascal Vedamuthu,Dhirav,Ismath Banu,M. S. Bhaskar,Thriller,Pascal Vedamuthu Dhirav Ismath Banu M. S. Bhaskar Thriller
1204,Kozhipannai Chelladurai,Seenu Ramasamy,Aegan A,Brigida Saga,Sathya devi,Drama,Seenu Ramasamy Aegan A Brigida Saga Sathya devi Drama
1205,Seeran,Durai K Murugan,James Karthik,Iniya,Sonia Agarwal,"Action, Drama","Durai K Murugan James Karthik Iniya Sonia Agarwal Action, Drama"
1206,Kavundampalayam,Ranjith,Ranjith,Alfia Babu,Imman Annachi,"Action, Drama","Ranjith Ranjith Alfia Babu Imman Annachi Action, Drama"
1207,Rooban,Ayyappan Subramani,Vijay Prasath,Gayatri Rema,Charle,,Ayyappan Subramani Vijay Prasath Gayatri Rema Charle 
1208,Yaavarum Vallavare,N.A. Rajendra Chakravarthy,Samuthirakani,Arundhathi Nair,Riythvika,"Drama, Thriller","N.A. Rajendra Chakravarthy Samuthirakani Arundhathi Nair Riythvika Drama, Thriller"
1209,Lemons Are Not Sour,Marun,Mekha Rajan,Aishwarya,PK,"Drama, Family, Romance","Marun Mekha Rajan Aishwarya PK Drama, Family, Romance"
1210,Travel La Oru Kadhal,Krish,Lee,Nivetha,Vaikom Vijayalakshmi,"Romance, Drama","Krish Lee Nivetha Vaikom Vijayalakshmi Romance, Drama"
1211,Local Sarakku,S. P. Rajkumar,Dinesh,Yogi Babu,Upasana Rai,Comedy,S. P. Rajkumar Dinesh Yogi Babu Upasana Rai Comedy
1212,Minmini,Halitha Shameem,Esther Anil,Pravin Kishore,Gaurav Kaalai,Drama,Halitha Shameem Esther Anil Pravin Kishore Gaurav Kaalai Drama
1213,DeAr,Anand Ravichandran,G. V. Prakash Kumar,Aishwarya Rajesh,Kaali Venkat,"Comedy, Romance","Anand Ravichandran G. V. Prakash Kumar Aishwarya Rajesh Kaali Venkat Comedy, Romance"
1214,Dhanussh,S. Mathan,Mano,Yasmin Nadiah,Thasha,,S. Mathan Mano Yasmin Nadiah Thasha 
1215,Ippadiku Kadhal,Bharath Mohan,Bharath Srinivasan,Janani Iyer,Sonakshi Singh Rawat,"Romance, Drama","Bharath Mohan Bharath Srinivasan Janani Iyer Sonakshi Singh Rawat Romance, Drama"
1216,The Akaali,Mohamed Asif Hameed,Nassar,Thalaivasal Vijay,Jayakumar,Thriller,Mohamed Asif Hameed Nassar Thalaivasal Vijay Jayakumar Thriller
1217,Bujji at Anupatti,Raam Kandasamy,Karthik Vijay,Lavanya Kanmani,Meena Gopalakrishnan,Drama,Raam Kandasamy Karthik Vijay Lavanya Kanmani Meena Gopalakrishnan Drama
1218,Arimapatti Sakthivel,Ramesh Kandhasamy,Charle,Pavan K,Meghana Ellen,Drama,Ramesh Kandhasamy Charle Pavan K Meghana Ellen Drama
1219,Tractor,Ramesh Yanthra,Prabhakaran Jayaraman,Sweetha Pradhap,Jayalakshmi Pillaiyarpatti,Drama,Ramesh Yanthra Prabhakaran Jayaraman Sweetha Pradhap Jayalakshmi Pillaiyarpatti Drama
1220,P2,Sivam,Bhagath Vikranth,Sidhu Kumarsen,Ilavarasu,"Horror, Thriller","Sivam Bhagath Vikranth Sidhu Kumarsen Ilavarasu Horror, Thriller"
1221,Operation Laila,A. Venkatesh,Srikanth,Siddhika Sharma,Imman Annachi,"Horror, Thriller","A. Venkatesh Srikanth Siddhika Sharma Imman Annachi Horror, Thriller"
1222,Amigo Garage,Prasanth Nagarajan,Mahendran,G. M. Sundar,Athira Raj,"Action, Thriller","Prasanth Nagarajan Mahendran G. M. Sundar Athira Raj Action, Thriller"
1223,Anjaamai,S.P. Subburaman,Vidharth,Vani Bhojan,Rahman,"Drama, Family","S.P. Subburaman Vidharth Vani Bhojan Rahman Drama, Family"
1224,Birthmark,Vikram Shreedharan,Shabeer Kallarakkal,Mirnaa,Porkodi Senthil,"Thriller, Drama","Vikram Shreedharan Shabeer Kallarakkal Mirnaa Porkodi Senthil Thriller, Drama"
1225,Adharma Kadhaigal,Kamaraj Vel,Vetri,Sakshi Agarwal,Ammu Abhirami,"Thriller, Drama","Kamaraj Vel Vetri Sakshi Agarwal Ammu Abhirami Thriller, Drama"
1226,Kalvan,P. V. Shankar,G. V. Prakash Kumar,Bharathiraja,Ivana,Drama,P. V. Shankar G. V. Prakash Kumar Bharathiraja Ivana Drama
1227,Black Gold,Takashi Sugimoto,unknown,unknown,unknown,Documentary,Takashi Sugimoto unknown unknown unknown Documentary
1228,Election,Thamizh,Vijay Kumar,Preethi Asrani,Richa Joshi,"Action, Thriller","Thamizh Vijay Kumar Preethi Asrani Richa Joshi Action, Thriller"
1229,Oru Thavaru Seidhal,Mani Dhamodharan,M. S. Bhaskar,Upasana Rai,Namo Narayanan,"Crime, Thriller","Mani Dhamodharan M. S. Bhaskar Upasana Rai Namo Narayanan Crime, Thriller"
1230,Narkarappor,Shree Vetri,Lingesh,Abarnathi,Suresh Chandra Menon,Drama,Shree Vetri Lingesh Abarnathi Suresh Chandra Menon Drama
1231,E-Mail,SR Rajan,Ashok Kumar Balakrishnan,Ragini Dwivedi,Aadhav Balaji,Action,SR Rajan Ashok Kumar Balakrishnan Ragini Dwivedi Aadhav Balaji Action
1232,J.Baby,Suresh Mari,Urvashi,Dinesh Ravi,Lollu Sabha Maaran,Drama,Suresh Mari Urvashi Dinesh Ravi Lollu Sabha Maaran Drama
1233,Light House,Sree Krishna,Ananth Nag,Vidhya Pradeep,Thalaivasal Vijay,"Crime, Thriller","Sree Krishna Ananth Nag Vidhya Pradeep Thalaivasal Vijay Crime, Thriller"
1234,Padikkada Pakkangal,Selvam Mathappan,Yashika Anand,Prajin Padmanabhan,George Mariyan,Thriller,Selvam Mathappan Yashika Anand Prajin Padmanabhan George Mariyan Thriller
1235,Kannethire,Vignesh,Hariessvar,Ansari,Mithran,"Drama, Thriller","Vignesh Hariessvar Ansari Mithran Drama, Thriller"
1236,HMM – Hug Me More,Narasimman Packirisamy,Narasimman Packirisamy,Sumirah,Anurag  Mandal,Horror,Narasimman Packirisamy Narasimman Packirisamy Sumirah Anurag  Mandal Horror
1237,Vaa Pagandaya,Jayakumar Balaraman,Vijaya Dinesh,Arthika,Ajit Koli,Romance,Jayakumar Balaraman Vijaya Dinesh Arthika Ajit Koli Romance
1238,Park,E.K.Murugan,Thaman Kumar,Swetha Dorathy,Pandi,"Thriller, Horror","E.K.Murugan Thaman Kumar Swetha Dorathy Pandi Thriller, Horror"
1239,The Proof,I Radhika,Sai Dhanshika,Rudhvir Vadhan,Mime Gopi,"Action, Crime, Thriller","I Radhika Sai Dhanshika Rudhvir Vadhan Mime Gopi Action, Crime, Thriller"
1240,Teenz,R. Parthiban,Kritika Balasubramanian,Vishrutha,D Amruutha,"Drama, Adventure, Thriller","R. Parthiban Kritika Balasubramanian Vishrutha D Amruutha Drama, Adventure, Thriller"
1241,Vallavan Vaguthathada,Vinayek Durai,Tej Charanraj,Regin Rose,Rajesh Balachandiran,"Crime, Drama, Thriller","Vinayek Durai Tej Charanraj Regin Rose Rajesh Balachandiran Crime, Drama, Thriller"
1242,Iravin kangal,Pop Suresh,Pop Suresh,Dolly Aishwarya,Giri Dwarakish,"Science Fiction, Thriller","Pop Suresh Pop Suresh Dolly Aishwarya Giri Dwarakish Science Fiction, Thriller"
1243,Kaaduvetty,Solai Arumugam,R. K. Suresh,Sangeerthana Vipin,Subramaniam Siva,"Drama, Action","Solai Arumugam R. K. Suresh Sangeerthana Vipin Subramaniam Siva Drama, Action"
1244,Mangai,Gubenthiran Kamatchi,Anandhi,Dushyanth Jayaprakash,Adithya Kathir,Drama,Gubenthiran Kamatchi Anandhi Dushyanth Jayaprakash Adithya Kathir Drama
1245,Dhonima,Jagadeesan Subu,Kaali Venkat,Roshini Prakash,Vishav Raj,Drama,Jagadeesan Subu Kaali Venkat Roshini Prakash Vishav Raj Drama
1246,Aalakaalam,Jaya Krishnamoorthy,Easwari Rao,Jaya Krishnamoorthy,Chandhini Tamilarasan,Drama,Jaya Krishnamoorthy Easwari Rao Jaya Krishnamoorthy Chandhini Tamilarasan Drama
1247,Marakkuma Nenjam,Raako.Yoagandran,Rakshan,KPY Dheena,Malina Atul,Drama,Raako.Yoagandran Rakshan KPY Dheena Malina Atul Drama
1248,Pagalariyaan,Murugan Raj,Vetri,Akshaya Kandamuthan,Boxer Dheena,Thriller,Murugan Raj Vetri Akshaya Kandamuthan Boxer Dheena Thriller
1249,Sevappi,M. S. Raaja Rajeshwaran,Rishikanth,Poornima Ravi,Shravan Athvethan,Drama,M. S. Raaja Rajeshwaran Rishikanth Poornima Ravi Shravan Athvethan Drama
1250,Project One,Sayuj,Harsha Gupta,Kshitij Thomas,unknown,Comedy,Sayuj Harsha Gupta Kshitij Thomas unknown Comedy
1251,Byri: Pagam 1,John Glady,Syed Majeed,Meghana Ellen,Viji Sekar,"Action, Drama","John Glady Syed Majeed Meghana Ellen Viji Sekar Action, Drama"
1252,Unarvugal Thodarkadhai,Balu Sharma,Hrishikesh,Sherlin Seth,Saathvika Raj,"Romance, Drama","Balu Sharma Hrishikesh Sherlin Seth Saathvika Raj Romance, Drama"
